TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AccountTransactionCount,SpendRatio,Anomaly
289.18,Debit,ATM,65,Retired,64,1,3139.75,7,0.09210287413933314,0
125.39,Debit,ATM,21,Student,140,1,202.69,8,0.6186294035902411,0
305.18,Debit,Online,58,Retired,216,1,4474.2,4,0.06820884165167217,0
506.9,Credit,Branch,64,Doctor,56,1,11471.87,6,0.04418634447201167,0
504.12,Credit,Branch,25,Student,101,1,1107.28,2,0.4552777937352992,0
42.09,Debit,Branch,29,Engineer,118,1,5526.28,8,0.00761633502534013,0
607.28,Debit,ATM,32,Doctor,84,1,9679.68,6,0.0627376110958858,0
91.9,Debit,Online,77,Retired,125,1,1033.94,9,0.08888329991214867,0
303.43,Debit,Branch,22,Student,30,1,1833.24,6,0.16551569807818017,0
668.78,Debit,ATM,20,Student,141,1,983.68,6,0.6798755623792742,0
270.54,Credit,ATM,20,Student,139,1,269.78,7,1.0028170730663108,0
247.93,Debit,Branch,37,Engineer,79,1,9801.48,6,0.025295159480716017,0
34.67,Debit,Online,19,Student,71,1,888.6,7,0.03901642990078292,0
326.03,Credit,Online,18,Student,137,1,290.24,5,1.1233117033037587,0
148.26,Debit,ATM,25,Student,57,1,958.7,5,0.15464691608796372,0
1086.6,Debit,Online,19,Student,38,1,1605.67,7,0.6767268450134407,0
373.99,Debit,ATM,60,Doctor,140,1,8590.5,3,0.04353530057210256,0
254.34,Debit,Online,49,Engineer,79,1,5461.08,4,0.0465732052147685,0
819.48,Debit,ATM,25,Student,26,1,1804.5,4,0.4541313358042043,0
14.0,Debit,ATM,49,Engineer,173,1,7975.18,8,0.0017554462698579263,0
57.16,Debit,ATM,40,Engineer,74,1,222.22,1,0.25722256065059124,0
282.26,Debit,Online,37,Engineer,278,1,6857.2,1,0.04116257358519137,0
46.96,Debit,Online,46,Engineer,12,1,2028.92,4,0.02314531857764072,0
473.2,Debit,Online,34,Doctor,173,1,248.52,7,1.9040720302562355,0
192.97,Debit,ATM,59,Retired,140,1,3019.04,10,0.06391766898114079,0
168.99,Debit,ATM,18,Student,203,1,1523.57,7,0.11091712155715117,0
1.82,Debit,Online,80,Retired,60,1,5571.39,4,0.00032666892763445223,0
40.9,Debit,ATM,55,Doctor,37,1,1514.34,5,0.027008465555895866,0
78.91,Debit,Online,61,Doctor,157,1,1817.43,8,0.043418453291634594,0
169.97,Credit,ATM,22,Student,12,1,6269.12,6,0.027112258136529118,0
17.79,Debit,Branch,61,Retired,162,5,2281.9,8,0.007796134765782308,1
486.61,Credit,ATM,48,Engineer,130,1,2006.69,8,0.24249385683641292,0
148.13,Debit,Branch,58,Retired,56,1,2189.38,5,0.06765842353699027,0
164.52,Debit,ATM,61,Doctor,162,1,11036.74,3,0.014906575660107446,0
720.89,Debit,ATM,27,Student,120,1,447.06,6,1.6125128257389876,0
268.7,Debit,ATM,53,Retired,63,1,2104.74,6,0.1276642239532473,0
637.34,Debit,ATM,51,Retired,278,1,5183.5,6,0.12295553173925818,0
216.76,Credit,Online,47,Engineer,138,1,643.64,7,0.33677210339984925,0
418.02,Debit,ATM,46,Doctor,110,1,11011.86,7,0.037960889406548126,0
292.03,Credit,ATM,46,Engineer,154,1,951.33,6,0.3069702384349254,0
251.4,Debit,ATM,57,Retired,178,1,2561.67,9,0.09813910418539817,0
184.56,Debit,Online,21,Student,93,1,1549.27,5,0.11912707198146823,0
33.76,Debit,Online,26,Engineer,227,1,3253.51,2,0.010376485671239718,0
253.46,Debit,ATM,45,Engineer,60,1,1338.95,5,0.18929758251392823,0
1612.37,Debit,ATM,65,Retired,173,1,3910.59,7,0.4123086275669179,0
138.68,Credit,Branch,22,Student,44,1,206.2,6,0.6725508888190647,0
42.56,Debit,Online,18,Student,146,1,4361.44,5,0.00975824496093436,0
680.76,Debit,Branch,21,Student,165,1,572.97,9,1.1881250119879747,0
53.83,Debit,Branch,70,Retired,131,1,4580.59,5,0.01175176121034242,0
11.09,Debit,Branch,51,Engineer,95,1,2990.05,7,0.00370896806505253,0
37.81,Debit,Branch,63,Retired,195,1,5208.98,5,0.007258618755958714,0
449.18,Debit,Online,67,Retired,50,1,1025.99,5,0.43780153375957337,0
1135.8,Debit,ATM,30,Doctor,250,1,13534.3,2,0.08392011401851583,1
297.6,Debit,Online,39,Doctor,162,1,1461.17,6,0.2036723981215574,0
683.75,Debit,Branch,32,Doctor,106,1,6333.72,6,0.10795393527349814,0
21.4,Credit,Online,48,Engineer,129,1,8551.6,5,0.0025024556778819687,0
315.94,Debit,ATM,78,Retired,93,1,4273.99,5,0.07392155790275233,0
331.32,Debit,Branch,61,Doctor,137,5,13054.54,3,0.025379676323041885,1
223.76,Credit,Branch,74,Retired,110,1,4102.23,6,0.054545941952192006,0
216.03,Debit,ATM,42,Doctor,300,1,10462.77,6,0.02064749581549867,0
17.42,Debit,ATM,74,Retired,150,1,6851.31,5,0.0025425794445988,0
491.91,Debit,Online,78,Retired,155,1,2421.94,5,0.20310577387092257,0
350.11,Credit,Online,74,Retired,178,1,4639.04,2,0.07547035577302556,0
218.07,Debit,Branch,23,Student,243,1,443.62,5,0.49156935008409564,0
291.09,Debit,Branch,48,Engineer,73,1,6312.79,9,0.046111148880112994,0
422.14,Credit,Branch,26,Student,109,1,1436.32,4,0.2939038633876583,0
613.21,Debit,ATM,61,Retired,157,1,3279.12,4,0.18700443964537913,0
73.83,Debit,Online,69,Doctor,69,1,6020.29,4,0.012263528812958299,0
67.33,Debit,Online,59,Engineer,36,1,5925.98,9,0.011361833804093445,0
26.92,Debit,ATM,62,Retired,43,1,1674.94,5,0.016072217416312123,0
18.3,Debit,Online,48,Engineer,155,1,3733.52,7,0.004901540624125381,0
317.94,Debit,ATM,54,Engineer,124,1,2996.51,3,0.1061034333070691,0
179.38,Debit,Online,40,Doctor,173,1,11666.18,5,0.015376069960024557,0
918.95,Debit,Online,68,Doctor,139,1,7006.46,4,0.1311575315763488,0
13.92,Debit,ATM,37,Engineer,209,1,2735.84,4,0.005088016824492598,0
365.43,Debit,ATM,25,Student,176,1,1073.51,9,0.34040670007352797,0
263.59,Debit,Branch,71,Retired,16,1,6996.35,8,0.03767535924063924,0
54.8,Debit,Branch,34,Engineer,140,1,4943.49,5,0.011085285878831988,0
141.49,Debit,Online,24,Student,75,1,1665.58,7,0.08494938649029536,0
31.39,Debit,ATM,20,Student,15,1,998.49,3,0.03143747026572655,0
93.82,Debit,Online,39,Engineer,176,1,8422.06,3,0.01113979238910695,0
5.71,Debit,Branch,21,Student,106,1,1285.42,7,0.0044421278302646,0
178.39,Debit,Online,34,Engineer,98,1,8469.43,5,0.021062810577497173,0
126.91,Debit,ATM,22,Student,42,1,692.69,4,0.18321326736038823,0
36.09,Debit,Branch,53,Doctor,167,1,12319.26,4,0.002929559078281034,0
91.77,Debit,Branch,51,Doctor,174,1,9240.73,9,0.009931033576426286,0
198.92,Debit,Online,36,Engineer,100,1,2854.66,8,0.0696825538954462,0
137.81,Debit,Branch,58,Engineer,44,1,2631.47,4,0.05236996791766591,0
136.88,Credit,Branch,24,Student,71,1,7465.95,7,0.01833390255984315,0
133.07,Debit,Branch,21,Student,155,1,1670.99,5,0.07963542522914305,0
1.14,Debit,Branch,43,Doctor,137,1,13913.92,6,8.193233820380429e-05,0
256.34,Debit,Branch,69,Retired,99,1,7471.63,7,0.03430844402853401,0
56.11,Debit,Branch,36,Doctor,109,1,11123.65,4,0.005044207607175516,0
118.1,Debit,ATM,50,Engineer,50,1,7976.6,10,0.014805806966870838,0
137.86,Credit,Online,66,Doctor,120,1,8046.94,3,0.017131978097100296,0
813.78,Credit,ATM,54,Doctor,55,1,14935.5,9,0.05448629101504048,1
237.97,Debit,ATM,69,Doctor,69,1,13486.15,5,0.017645510380912634,0
684.96,Debit,ATM,21,Student,31,1,526.67,8,1.3005487060104297,0
878.63,Debit,ATM,60,Engineer,139,1,4954.37,8,0.17734444505084512,0
276.56,Debit,Branch,68,Doctor,15,1,8942.58,9,0.030926197997752106,0
8.75,Debit,ATM,79,Retired,199,1,4044.62,8,0.0021633676286935046,0
637.48,Debit,Online,65,Retired,207,1,4148.85,6,0.15365221650902727,0
103.15,Debit,Branch,51,Doctor,179,1,11388.15,5,0.009057660806138257,0
505.6,Debit,Branch,52,Retired,183,1,5347.57,6,0.09454761677818596,0
371.86,Debit,ATM,46,Doctor,91,1,1329.45,5,0.27970965226439765,0
14.26,Debit,Branch,50,Engineer,37,1,2475.65,5,0.0057601033839189564,0
13.16,Debit,Branch,43,Engineer,98,1,1019.46,9,0.012908794725552796,0
167.92,Debit,ATM,40,Doctor,136,2,14321.73,5,0.011724840496417093,0
73.01,Debit,ATM,56,Retired,101,1,2833.12,11,0.025770175545793417,0
201.5,Credit,Online,61,Doctor,196,1,12148.32,7,0.01658665558975508,0
150.3,Debit,Online,41,Doctor,204,1,14371.08,4,0.010458504155248943,0
23.7,Debit,ATM,46,Doctor,32,1,7947.44,3,0.0029820923429656693,0
49.59,Debit,Branch,48,Engineer,147,1,6037.03,1,0.008214304039876722,0
720.13,Credit,ATM,22,Student,96,1,387.02,9,1.8607048250554281,1
134.92,Debit,Online,19,Student,101,1,1081.97,8,0.12469846553325446,0
116.97,Debit,ATM,18,Student,299,1,729.7,6,0.16029875071537958,0
11.06,Debit,ATM,34,Engineer,13,3,2782.21,8,0.003975257065515338,0
88.29,Credit,Online,50,Engineer,287,1,5245.93,9,0.01683019022970152,0
5.81,Debit,ATM,25,Student,222,1,1290.95,6,0.004500561567058665,0
103.48,Debit,ATM,32,Engineer,33,1,6494.25,5,0.01593409552152428,0
156.74,Debit,ATM,70,Retired,136,1,4004.35,8,0.039142432506792786,0
505.14,Debit,ATM,68,Retired,179,1,2525.47,7,0.20001821363936925,0
31.06,Debit,ATM,46,Doctor,61,1,11014.25,5,0.0028199832010168797,0
7.61,Debit,ATM,50,Doctor,163,1,6275.0,5,0.001212749002051396,0
276.16,Credit,ATM,53,Retired,71,1,1733.34,5,0.1593224632252042,0
145.77,Debit,ATM,68,Retired,237,1,5294.98,8,0.027529848974821726,0
369.44,Debit,Online,34,Engineer,19,1,5018.67,9,0.07361312843121161,0
558.86,Debit,ATM,60,Doctor,95,1,9844.32,10,0.0567697920661155,0
429.15,Debit,Branch,26,Student,218,1,712.13,6,0.6026287250554151,0
36.74,Debit,Branch,33,Doctor,133,1,6217.58,7,0.005909051422082143,0
79.14,Credit,Online,57,Retired,22,1,2229.56,7,0.03549579273266567,0
132.48,Debit,Branch,36,Engineer,101,1,9313.05,8,0.014225200107134397,0
136.48,Debit,Online,52,Engineer,138,4,4618.53,2,0.0295505279178645,0
203.76,Debit,Branch,55,Retired,37,1,6747.16,7,0.0301993727283785,0
750.95,Debit,Branch,78,Retired,27,1,5134.37,4,0.1462594239482947,0
0.84,Debit,ATM,52,Engineer,31,1,2207.54,12,0.0003805140546467377,0
257.18,Debit,Online,67,Doctor,28,1,13336.15,5,0.019284426150512388,0
767.66,Debit,ATM,63,Doctor,155,1,1801.69,6,0.4260777357587724,0
182.29,Debit,Online,54,Doctor,123,1,522.39,5,0.34895384006290625,0
184.51,Credit,Online,54,Doctor,118,1,9381.64,6,0.019667137068074308,0
451.31,Debit,ATM,62,Retired,166,5,2963.29,8,0.1523003143387913,1
144.1,Debit,Branch,57,Doctor,30,1,11523.64,12,0.01250472939756472,0
72.5,Debit,ATM,40,Doctor,30,1,12723.62,7,0.0056980639112940625,0
74.11,Credit,Online,69,Retired,71,4,3920.11,2,0.018905081696929213,1
22.15,Debit,Branch,44,Doctor,73,1,7451.83,5,0.002972424219322738,0
777.92,Debit,Branch,62,Doctor,97,1,7061.58,6,0.11016231479334325,0
790.07,Debit,Online,28,Student,197,1,985.77,4,0.8014749809643733,0
406.33,Credit,Branch,59,Engineer,103,1,4298.34,5,0.09453184230532753,0
767.41,Debit,ATM,56,Doctor,27,1,12799.34,4,0.05995699773585435,0
4.58,Credit,Online,21,Student,135,1,811.24,6,0.005645678151401828,0
447.83,Credit,Branch,53,Doctor,88,1,13273.08,5,0.033739719768328284,0
49.67,Debit,Online,21,Student,146,1,842.94,7,0.05892471517635045,0
77.83,Credit,Branch,49,Engineer,146,1,2471.53,1,0.03149061499763055,0
702.87,Debit,ATM,19,Student,184,1,1237.5,6,0.5679757529860545,0
133.56,Debit,Online,25,Student,177,1,783.83,8,0.17039408838148465,0
868.05,Credit,Online,49,Engineer,119,1,3931.03,6,0.22081998809263728,0
52.87,Debit,Branch,24,Student,70,1,960.96,7,0.05501789819536819,0
179.0,Debit,ATM,78,Retired,121,1,7310.88,7,0.024484056605382585,0
1168.26,Credit,Online,73,Retired,37,1,1385.74,4,0.8430585763342433,1
384.11,Debit,ATM,58,Retired,12,1,7902.52,5,0.04860601422254418,0
227.61,Debit,Online,71,Retired,61,1,4405.28,6,0.051667544283978455,0
40.83,Debit,ATM,48,Engineer,24,1,3944.12,6,0.010352119077634251,0
19.76,Debit,ATM,20,Student,240,1,1523.04,5,0.012974051811022352,0
484.24,Debit,Branch,67,Doctor,77,1,8042.3,4,0.06021163092621311,0
494.66,Debit,Online,33,Doctor,110,1,5531.93,11,0.08941906334783871,0
301.47,Debit,Branch,21,Student,291,1,560.73,4,0.5376384260225345,0
199.09,Debit,Online,70,Doctor,89,1,1658.52,8,0.12004075850733933,0
38.95,Debit,Online,27,Engineer,50,1,731.52,4,0.053245296734945095,0
515.94,Debit,ATM,29,Engineer,37,1,1389.89,7,0.37120922971451537,0
41.93,Debit,ATM,48,Engineer,136,1,5081.26,4,0.008251890262942872,0
137.84,Debit,ATM,27,Student,83,1,1000.35,3,0.13779177150205657,0
95.35,Debit,Online,21,Student,131,1,1639.9,4,0.05814378890088548,0
93.14,Debit,Online,67,Retired,151,1,5473.82,9,0.017015539391109794,0
1427.71,Debit,Branch,64,Doctor,159,1,1729.26,6,0.8256190461491097,1
79.33,Credit,Online,51,Doctor,109,1,14798.1,4,0.005360823345320802,0
76.89,Debit,ATM,55,Doctor,132,1,7374.26,9,0.01042680891312917,0
233.71,Debit,Online,19,Student,297,1,1231.98,7,0.18970275337503245,0
14.92,Debit,Branch,26,Engineer,120,1,6611.26,4,0.0022567558948570227,0
242.17,Debit,ATM,60,Doctor,147,1,883.72,7,0.27403475904093194,0
122.98,Debit,Online,79,Retired,228,1,5055.99,5,0.02432362400969222,0
129.35,Debit,ATM,52,Engineer,130,1,7166.88,5,0.018048299932399734,0
138.33,Debit,Online,21,Student,69,1,232.56,3,0.5948142159092615,0
39.31,Debit,Online,25,Student,178,1,1236.38,6,0.03179443187535845,0
91.85,Debit,Online,21,Student,148,1,802.09,5,0.11451333248745985,0
277.7,Debit,Branch,58,Engineer,107,1,1423.2,4,0.19512366360930533,0
114.03,Debit,ATM,51,Doctor,172,1,13388.56,3,0.008516972692719029,0
302.63,Credit,Branch,27,Engineer,10,1,2801.28,5,0.10803275606853738,0
31.19,Debit,ATM,52,Engineer,74,1,5545.96,8,0.005623913613470141,0
112.91,Credit,Online,27,Engineer,135,1,4764.48,8,0.023698283918290593,0
742.26,Debit,Online,27,Engineer,36,1,7868.19,8,0.0943368168608831,0
256.8,Debit,ATM,26,Student,80,1,1128.38,4,0.22758290445077983,0
378.68,Debit,ATM,60,Doctor,239,1,7627.04,5,0.049649667433696865,0
571.93,Debit,Online,52,Retired,119,1,4026.03,4,0.14205805683996872,0
26.31,Credit,Online,77,Retired,163,1,7095.76,5,0.0037078480617892258,0
205.58,Debit,Online,20,Student,159,1,1501.95,12,0.13687539440810018,0
533.61,Debit,Online,48,Engineer,115,1,3656.93,12,0.14591747682915046,0
428.62,Debit,Branch,55,Retired,72,1,3473.24,6,0.12340638676450119,0
361.22,Debit,ATM,64,Retired,167,1,7061.73,6,0.051151771518945406,0
837.29,Debit,Branch,25,Student,216,1,6012.67,7,0.1392542744916081,0
117.25,Credit,Online,31,Doctor,73,1,13694.68,6,0.008561718850997819,0
135.27,Debit,ATM,48,Doctor,131,1,9410.51,6,0.014374353765763648,0
185.1,Debit,Branch,53,Retired,23,1,6115.63,4,0.030266710003275688,0
113.54,Debit,Online,38,Engineer,273,1,5581.21,6,0.020343258862606392,0
354.96,Debit,Online,69,Doctor,96,1,6712.94,5,0.05287698079697274,0
224.22,Debit,Branch,53,Doctor,37,1,8400.87,3,0.026690092780045287,0
737.1,Debit,ATM,60,Retired,92,1,4644.19,5,0.1587144364061022,0
223.22,Debit,ATM,27,Student,96,1,1734.22,6,0.12871492585303523,0
557.26,Debit,ATM,69,Doctor,53,1,5237.12,3,0.10640581062414875,0
1496.57,Debit,Online,33,Engineer,95,1,969.06,2,1.5443522429534575,1
27.44,Debit,ATM,62,Retired,164,1,5950.48,9,0.0046113926866212605,0
310.09,Debit,Branch,36,Doctor,166,1,9962.5,5,0.031125721424215082,0
80.38,Debit,Online,52,Doctor,116,1,9662.88,5,0.008318430935374928,0
26.1,Credit,Branch,66,Doctor,115,1,5243.0,7,0.004978065983257551,0
845.14,Credit,Branch,73,Retired,183,1,1702.65,6,0.4963674243304999,0
59.73,Debit,ATM,27,Student,56,1,800.93,6,0.07457580469484469,0
758.77,Debit,ATM,60,Engineer,114,1,7231.47,8,0.10492610754808343,0
301.51,Debit,ATM,22,Student,284,1,1052.31,4,0.28652202975813185,0
418.03,Debit,Online,58,Doctor,161,1,10721.29,5,0.03899064381339312,0
118.06,Credit,Branch,32,Doctor,31,1,13560.63,9,0.008706085182837314,0
483.92,Debit,ATM,70,Retired,115,1,3138.0,6,0.15421287395088312,0
78.93,Debit,ATM,38,Doctor,145,1,9916.24,7,0.007959670189547985,0
36.63,Debit,ATM,75,Retired,261,1,7941.73,5,0.004612345163317886,0
87.85,Debit,Branch,49,Engineer,63,1,3753.24,4,0.02340644343711981,0
1001.83,Debit,Online,31,Doctor,55,1,9733.83,6,0.10292248775361551,0
705.34,Debit,Online,59,Doctor,124,1,5003.22,6,0.1409772103945515,0
146.55,Debit,Online,54,Retired,124,5,4087.44,5,0.03585373721484906,0
116.89,Debit,Online,71,Retired,226,1,4880.31,9,0.023951347303857035,0
106.41,Debit,Branch,57,Retired,87,1,1310.38,5,0.08120545123395158,0
1087.9,Debit,ATM,78,Retired,103,1,2513.51,11,0.43282103340419953,0
584.41,Debit,ATM,23,Student,41,1,4475.22,7,0.13058799314762626,0
584.98,Credit,Branch,55,Retired,121,1,6521.05,2,0.08970641217333648,0
79.21,Debit,Branch,56,Retired,140,1,1615.04,4,0.049045224582392855,0
173.13,Credit,Online,20,Student,288,1,1490.34,4,0.11616812193078008,0
335.7,Debit,ATM,80,Retired,57,1,6601.44,4,0.05085254118669178,0
1225.5,Credit,Online,50,Doctor,109,1,8611.17,6,0.14231515561495692,0
422.81,Debit,Branch,28,Student,193,1,1929.28,8,0.2191542947671966,0
135.43,Debit,ATM,57,Retired,92,1,5315.83,8,0.025476736416558215,0
584.88,Debit,ATM,26,Student,121,1,548.45,3,1.0664235378535227,0
308.94,Debit,Online,25,Student,167,1,1931.66,9,0.15993497737730772,0
295.93,Debit,Branch,36,Doctor,117,1,1050.63,2,0.2816690911008719,0
1512.99,Debit,Online,19,Student,50,1,9963.39,6,0.15185494078636394,1
77.44,Debit,Branch,58,Retired,268,1,1950.63,6,0.039699994157272295,0
92.5,Credit,Online,40,Engineer,70,1,6295.45,5,0.014693151379658086,0
97.74,Credit,Online,41,Engineer,137,1,4113.63,11,0.02376003669809867,0
291.68,Debit,ATM,21,Student,90,1,1451.02,3,0.2010172140906589,0
56.96,Debit,ATM,22,Student,135,1,1597.85,6,0.03564790164503614,0
436.8,Debit,Online,27,Student,92,1,1256.33,2,0.34767934899525327,0
259.49,Debit,Online,72,Retired,292,1,7320.61,9,0.03544649962851935,0
726.26,Debit,Online,57,Retired,147,1,2150.38,7,0.3377356544530006,0
568.68,Debit,ATM,72,Retired,101,1,2940.04,5,0.19342593912522976,0
77.57,Debit,Online,49,Doctor,225,1,12801.93,7,0.006059242625089152,0
999.28,Debit,Online,29,Engineer,40,1,4272.41,12,0.23389140968705857,0
14.16,Credit,Branch,74,Retired,290,1,5399.76,9,0.0026223387657556287,0
1142.83,Credit,Branch,61,Retired,48,1,2467.39,8,0.46317363504280373,1
61.33,Debit,ATM,27,Engineer,129,1,7537.4,7,0.008136758022478895,0
27.64,Debit,Online,54,Engineer,23,1,7498.51,8,0.003686065626789768,0
3.85,Debit,ATM,29,Doctor,32,1,10506.41,11,0.0003664429616144402,0
431.22,Credit,Branch,73,Retired,129,1,6505.98,8,0.06628056024414376,0
178.55,Debit,Branch,55,Engineer,67,1,7568.4,6,0.02359151204535766,0
248.76,Debit,ATM,18,Student,56,1,546.46,2,0.45522086785453886,0
76.16,Debit,ATM,23,Student,99,1,1072.25,1,0.07102821104193788,0
347.25,Debit,ATM,69,Doctor,250,1,7273.55,4,0.04774147418008885,0
28.04,Debit,ATM,57,Doctor,146,5,11197.54,5,0.0025041214387230394,0
325.98,Debit,ATM,19,Student,277,1,782.35,4,0.41666772650773026,0
249.56,Debit,Branch,76,Retired,246,1,4444.95,4,0.056144613423897656,0
17.43,Debit,ATM,56,Doctor,33,1,10658.88,5,0.0016352562355188762,0
198.01,Credit,Branch,26,Student,40,1,250.93,5,0.7891044996969473,0
585.58,Debit,Branch,23,Student,55,1,1729.02,7,0.3386773991123446,0
434.67,Credit,Online,27,Student,124,1,1298.13,9,0.3348431949431629,0
510.7,Credit,Online,27,Student,294,1,5828.48,8,0.08762147234335287,1
331.98,Debit,ATM,74,Retired,12,1,7600.99,2,0.043675889530606034,0
199.54,Debit,Online,56,Engineer,268,1,9603.73,6,0.020777343781241932,0
212.97,Debit,Online,59,Engineer,178,1,4180.4,2,0.050944885535008894,0
270.56,Debit,Online,23,Student,139,1,1268.44,9,0.21330137638909702,0
306.37,Debit,ATM,26,Engineer,120,1,9609.67,7,0.031881427736975956,0
643.02,Credit,ATM,38,Doctor,85,1,11989.39,4,0.053632419953281676,0
98.48,Debit,Branch,47,Engineer,12,1,9538.92,7,0.010324019899187728,0
889.01,Debit,Online,36,Engineer,169,1,4826.88,9,0.18417901380564874,0
537.86,Debit,Online,27,Student,134,1,293.06,7,1.8353237618465927,0
241.18,Debit,ATM,25,Student,162,1,1445.53,6,0.16684537735747182,0
130.54,Debit,ATM,64,Doctor,94,1,11204.62,9,0.011650551280051841,0
800.29,Credit,Branch,20,Student,84,1,693.4,6,1.1541534301391199,0
8.81,Debit,Online,57,Doctor,165,1,13523.65,7,0.000651451345863394,0
28.52,Debit,ATM,20,Student,163,1,662.51,9,0.04304840616672343,0
431.31,Credit,Online,23,Student,99,1,342.73,5,1.2584541400386853,0
885.33,Credit,ATM,47,Engineer,59,1,7764.16,5,0.11402778907952982,0
199.23,Debit,ATM,29,Engineer,54,1,9834.0,2,0.02025930443333404,0
42.26,Debit,ATM,44,Doctor,171,1,268.77,6,0.15723480458255,0
166.06,Debit,ATM,30,Engineer,172,1,5397.68,8,0.030765069380242864,0
357.72,Debit,ATM,53,Retired,25,1,7659.5,2,0.046702787327237046,0
588.37,Debit,Online,28,Student,284,1,1926.08,1,0.3054753680767395,0
72.82,Debit,Online,68,Doctor,127,1,6911.62,5,0.01053588014020464,0
162.36,Debit,Online,36,Engineer,147,1,7527.04,9,0.021570232094461794,0
584.82,Credit,Online,43,Doctor,109,1,12071.1,3,0.048447945880286024,0
38.15,Credit,Online,72,Retired,129,1,1425.47,5,0.02676310250820359,0
477.54,Credit,ATM,23,Student,52,1,1598.63,5,0.2987182756565417,0
639.57,Debit,Branch,60,Doctor,43,1,11726.47,3,0.05454070998813735,0
58.23,Debit,Online,28,Student,34,1,9189.76,4,0.006336400508461156,0
776.21,Credit,Online,78,Retired,99,1,4895.87,5,0.15854383356064639,0
248.76,Debit,Branch,21,Student,117,1,6178.77,9,0.04026044011953764,0
188.61,Debit,Online,67,Retired,26,1,7167.57,9,0.026314357548912176,0
675.37,Credit,Online,56,Retired,31,1,4704.91,5,0.14354578484275834,0
94.82,Credit,Branch,67,Retired,56,1,1267.72,6,0.07479569562051797,0
425.18,Credit,Online,59,Engineer,135,1,5790.55,5,0.07342653103172146,0
50.28,Debit,Branch,60,Engineer,65,1,5729.1,7,0.008776247562834917,0
864.72,Credit,Branch,34,Engineer,58,1,7379.38,7,0.11718057598716888,0
70.68,Debit,Online,25,Student,105,1,1478.41,8,0.047808117857643564,0
261.77,Debit,Online,28,Student,46,1,824.71,5,0.31740853976053957,0
183.22,Debit,ATM,27,Student,63,1,1024.42,6,0.17885242206465685,0
58.32,Credit,Branch,29,Engineer,275,4,6027.49,7,0.00967566929239921,1
156.86,Debit,ATM,51,Doctor,102,1,14453.35,4,0.010852847256274258,0
120.67,Debit,ATM,42,Doctor,233,1,5374.54,7,0.022452154003036254,0
308.62,Credit,Branch,59,Engineer,101,1,9148.08,5,0.03373604074982287,0
506.81,Debit,ATM,59,Engineer,41,1,2757.23,1,0.18381128819934756,0
328.39,Debit,ATM,41,Engineer,108,1,2523.83,3,0.13011573628130366,0
796.3,Debit,Branch,67,Retired,64,1,1498.79,10,0.5312952412860025,0
72.47,Debit,Online,29,Doctor,72,1,1305.56,4,0.055508746779092906,0
279.6,Debit,ATM,25,Student,131,1,1910.9,7,0.1463184879045555,0
304.2,Debit,Online,25,Student,102,1,423.64,3,0.7180624889514096,0
351.38,Debit,Branch,64,Retired,21,1,7606.63,8,0.04619391235515082,0
86.07,Debit,Branch,31,Doctor,23,1,842.56,9,0.10215296118789212,0
604.5,Debit,ATM,28,Student,80,1,709.42,4,0.8521045240886285,0
258.7,Debit,ATM,27,Student,123,1,1358.37,7,0.1904488453775566,0
994.63,Debit,Online,61,Doctor,158,1,13538.14,6,0.07346873346451674,0
11.46,Credit,Branch,75,Retired,64,1,7258.33,12,0.0015788755793979118,0
63.76,Debit,ATM,69,Retired,100,1,4980.26,6,0.01280254441976414,0
446.83,Credit,Branch,55,Retired,143,1,1623.5,7,0.27522636110116194,0
63.54,Debit,ATM,26,Engineer,136,1,4401.78,6,0.01443506941638367,0
81.11,Debit,Online,48,Engineer,110,1,2051.37,5,0.03953942955420314,0
441.26,Credit,Branch,58,Doctor,87,5,13704.92,8,0.032197196311837505,1
170.96,Debit,Branch,64,Doctor,69,1,13374.89,7,0.012782161189525926,0
48.51,Debit,Branch,22,Student,69,1,3363.23,9,0.0144236343799751,0
325.03,Debit,Branch,60,Doctor,106,1,13521.76,6,0.024037551306902685,0
125.83,Debit,ATM,57,Retired,138,1,6109.86,8,0.020594579874834155,0
506.83,Debit,Branch,37,Engineer,45,1,9975.79,3,0.05080600127828873,0
738.94,Debit,Branch,41,Doctor,173,1,13856.18,9,0.05332927253158571,0
180.36,Credit,Online,33,Engineer,55,1,9905.23,5,0.018208562528877613,0
225.1,Debit,ATM,28,Student,35,1,1547.71,8,0.14544068239243343,0
359.51,Debit,Online,79,Retired,157,1,7153.72,9,0.05025497216796999,0
720.46,Debit,Branch,54,Retired,44,1,3101.54,7,0.2322910546622289,0
1116.57,Debit,ATM,56,Retired,104,1,1393.14,3,0.8014772327154683,0
291.46,Debit,ATM,57,Retired,135,1,7142.53,4,0.04080626886998547,0
1192.95,Debit,Branch,23,Student,73,1,325.15,6,3.6689219231455668,1
98.24,Debit,Online,28,Student,148,1,580.66,5,0.16918678453506727,0
100.48,Credit,Branch,18,Student,104,1,6149.81,6,0.016338716128890624,0
45.9,Debit,Branch,56,Engineer,264,1,5698.25,7,0.00805510462325257,0
258.21,Debit,Online,39,Doctor,225,1,9562.41,9,0.027002607055122498,0
1079.11,Debit,Online,53,Engineer,211,1,2038.31,8,0.5294140708262527,0
287.51,Debit,Online,22,Student,255,1,187.65,3,1.5321608562664077,0
